1	14568	24845	1	1	0	0	1	31
1	14667	24817	1	1	0	0	3	29
1	14765	24845	1	1	0	0	1	33
1	17056	17232	2	2	1	0	6	37
1	17056	17914	2	2	0	0	2	29
1	17369	17605	2	2	1	0	5	18
1	17743	17914	2	2	1	0	5	34
1	18062	18267	2	2	1	0	10	23
1	18062	29320	2	2	0	0	1	28
1	18367	24737	2	2	1	0	4	17
1	24421	24737	2	2	0	0	1	19
1	29189	29288	2	2	0	0	1	33
1	62005	129535	1	3	0	0	2	25
1	90051	90286	2	2	1	2	4	35
1	90228	90345	2	2	0	0	1	32
1	92241	112699	2	2	1	0	1	18
1	149608	174728	1	1	0	0	1	12
1	164792	165883	2	2	1	0	1	10
1	165943	168099	2	2	1	0	1	7
1	168166	169048	2	2	1	0	1	15
1	172689	173752	2	2	1	0	1	25
1	185089	195370	1	1	0	0	1	31
1	185286	195370	1	1	0	0	1	33
1	185351	185490	2	2	1	0	6	31
1	185560	186316	2	2	1	1	8	32
1	186470	187128	2	2	1	0	4	37
1	187578	187754	2	2	1	0	7	37
1	187578	188438	2	2	0	0	1	28
1	187891	188129	2	2	1	0	5	18
1	188267	188438	2	2	1	0	5	34
1	188585	188790	2	2	1	0	6	23
1	188585	199836	2	2	0	0	1	28
1	188903	195262	2	2	1	0	3	30
1	194946	195262	2	2	0	0	1	19
1	199705	199804	2	2	0	0	1	33
1	266923	266981	2	2	0	0	7	36
1	268205	268666	2	2	1	1	0	32
1	268817	289265	2	2	1	0	1	18
1	356305	356363	2	2	0	0	7	36
1	396841	404154	2	2	0	0	1	18
1	397124	627002	0	0	0	0	4	38
1	494899	494991	2	2	1	0	3	10
1	497300	498072	2	2	1	0	1	36
1	498306	498398	2	2	1	0	2	31
1	503046	503402	2	2	0	0	1	32
1	508205	533323	1	1	0	0	1	12
1	517267	522858	2	2	1	0	1	17
1	626721	639904	2	2	0	0	1	18
1	630816	631065	2	2	0	0	2	15
1	729805	733306	2	2	1	0	1	31
1	729956	732016	2	2	0	1	0	36
1	732208	732980	2	2	1	1	0	4
1	736620	736712	2	2	0	0	1	31
1	736620	740128	2	2	0	0	1	31
1	744776	745116	2	2	0	0	1	32
1	746819	749237	2	2	0	0	1	16
1	749382	756076	2	2	0	0	1	30
1	756142	758966	2	2	1	0	1	13
1	759124	764722	2	2	1	0	1	17
1	759124	772975	2	2	0	0	1	17
1	765248	766328	2	2	1	0	1	10
1	766388	768547	2	2	1	0	1	7
1	768614	769496	2	2	1	0	2	28
1	769713	772975	2	2	1	1	1	33
